filename,damaged,open,sealed,plastic_wrap,non_package
214_jpg.rf.cB5OqdRpzBifNHpLPObH.jpg,0,0,1,0,0
215_jpg.rf.1XZxe2D8iwXZJUSaoUbE.jpg,0,0,1,0,0
215_jpg.rf.xILFWTUiP6Yeflet4PVp.jpg,1,0,1,0,0
216_jpg.rf.PExRDi5rV5LvIYNkb7lS.jpg,0,0,1,0,0
216_jpg.rf.zyxpRVJ62w7jjpVyeaYf.jpg,0,0,0,0,0
217_jpg.rf.dvcx0dlSEp5rb3VbaNZ7.jpg,1,1,1,0,0
218_jpg.rf.8le3JSoVN2PZxpPN4d7J.jpg,1,1,1,0,0
21_jpg.rf.EbsPzSIMJkNPPQvylQ7y.jpg,0,0,1,0,0
21_jpg.rf.PzBhVBz3LoeQnXXtLknu.jpg,1,1,0,0,0
222_jpg.rf.QW8wflz0lLfEyM7sHwXz.jpg,0,0,1,0,0
223-jpg__jpg-jpganti-clockwise_jpg.rf.CV7lYBk9z6mY4488BLwC.jpg,1,1,1,0,0
224-jpg__jpg-jpganti-clockwise_jpg.rf.L03dM4JURRpSWcyh5daE.jpg,1,1,1,0,0
224-jpg__jpg-jpganti-clockwise_jpg.rf.Z816goeVO0T78V7kjATH.jpg,1,1,1,0,0
224-jpg__jpg-jpganti-clockwise_jpg.rf.s70eL3HTySXoQ60Jwaq8.jpg,1,1,1,0,0
226_jpg.rf.NhzGYSll5Mr8JQXpzJ5y.jpg,0,0,0,0,0
227_jpg.rf.nyeY874kpamcmJOxA21O.jpg,0,0,1,0,0
228-jpg__jpg_jpg.rf.WnHzyIl3xsvwSfa35MBE.jpg,1,0,1,0,0
228-jpg__jpg_jpg.rf.n4Aecalx5tg4neHxbuVJ.jpg,1,0,1,0,0
228-jpg__jpg_jpg.rf.xyDlEQkoyd1uPUFlgPak.jpg,1,0,1,0,0
228_jpg.rf.cRkdak6RUy9VKsjbt0N5.jpg,0,0,0,0,0
22_jpg.rf.Pe3dIQHzTEUCZAeOHELB.jpg,1,0,1,0,0
22_jpg.rf.xREYgloaVe52m7h4IUkU.jpg,0,0,1,0,0
2302097_represent_png_jpg.rf.HC7q5LYgQpsEGY7lb3JS.jpg,0,0,1,0,0
237-jpg__jpg-jpganti-clockwise_jpg.rf.9tGgfgcsACIutJ56aJty.jpg,1,1,1,0,0
23_jpg.rf.eGvdK3VYLLzzIh5JuWa5.jpg,0,0,1,0,0
23_jpg.rf.hBXkAgGWVNYPHfnYyySh.jpg,1,1,1,0,0
23_jpg.rf.pHzK2RX1z3kbqBO4zz4d.jpg,1,1,1,0,0
243-jpg__jpg-jpganti-clockwise_jpg.rf.QyLEnLpD3U0DVfWOczpO.jpg,0,0,0,0,0
243-jpg__jpg-jpganti-clockwise_jpg.rf.RgHqMxHwRtftajWlep6Z.jpg,0,0,0,0,0
243-jpg__jpg-jpganti-clockwise_jpg.rf.bkMEbAexpeDNGRwgoTKO.jpg,0,0,0,0,0
243-jpg__jpg_jpg.rf.LXBfZV2dfsCGDRt2hNzG.jpg,0,0,0,0,0
243-jpg__jpg_jpg.rf.vJQJNjz25QFxWkIhipKh.jpg,0,0,0,0,0
243-jpg__jpg_jpg.rf.xlfz4bcM5vhgWUCixfqU.jpg,0,0,0,0,0
24_jpg.rf.AY5gORr3BbeKwtQm9pxp.jpg,1,1,1,0,0
24_jpg.rf.ovj433qNz3BpVGMIFlkk.jpg,0,0,1,0,0
2512ae70c184a873875b52078bcf5e40_res_jpeg_jpg.rf.EZA3quaWyWtcspauGqy1.jpg,1,1,0,0,0
254-jpg__jpg_jpg.rf.J32A3yrlMqXucGlkwBrt.jpg,1,0,1,0,0
254711834_1_1708955390_w-res-_webp_jpg.rf.kUzMGYgb7r6McYjgequ8.jpg,0,0,1,0,0
26f2c64d-fa5b-4e5f-841f-f5baf061e930_jpg.rf.bgCl1MFv44xkQJuhukE4.jpg,0,1,0,0,0
287274bc-6517-4299-b071-3c763fe69396_jpg.rf.AhhIwAiCFpkjDKSwVrsr.jpg,0,0,1,0,0
29-jpg__jpg-jpganti-clockwise_jpg.rf.8waDfsvB8g7qJc2jUQIA.jpg,1,0,1,0,0
29-jpg__jpg-jpganti-clockwise_jpg.rf.Jfmojrg6jHbpqXuGdU92.jpg,1,0,1,0,0
29-jpg__jpg-jpganti-clockwise_jpg.rf.OMfFdzaewOjucfvQEv4C.jpg,1,0,1,0,0
2_jpg.rf.1y9P8zvLau1NjdwnSyWJ.jpg,0,0,0,0,0
2_jpg.rf.QRl3CuNohqZeSfNKsEMZ.jpg,0,0,0,0,0
2_jpg.rf.b2eJXSpIPptob0wHqA6D.jpg,1,0,0,0,0
2_jpg.rf.ubxEQiFBkhlUBj3lEaBb.jpg,0,0,0,0,0
3-jpg__jpg-jpganti-clockwise_jpg.rf.p7g1oNjXD1kBnY9GiIHc.jpg,0,0,0,0,0
30_jpg.rf.Qti5o56yYsM8WnN6RJ46.jpg,0,0,0,0,0
310-jpg__jpg_jpg.rf.lBr4e5o4mkZ8C5OPRt17.jpg,0,0,1,0,0
31_jpg.rf.y8dMyOBtAFW6MkGqbCaM.jpg,0,0,0,0,0
339-jpg__jpg_jpg.rf.EhbBEe6IU9FmnzqPB7Pe.jpg,0,0,1,0,0
33_jpg.rf.y1SlsEoviPQhZwfJwrxY.jpg,0,0,1,0,0
34-jpg__jpg-jpganti-clockwise_jpg.rf.zhsDEkeuhyL7M3QOnAIa.jpg,1,0,1,0,0
340-jpg__jpg_jpg.rf.jZyeAd0SzRPE5niXfn4Z.jpg,0,0,0,0,0
340-jpg__jpg_jpg.rf.uDsUpqOajxGAO9XhedG7.jpg,0,0,0,0,0
340-jpg__jpg_jpg.rf.w4XoFb8R8ImaQXpHzf9k.jpg,0,0,0,0,0
34_jpg.rf.NIrjumYTJdDPWNx4zS90.jpg,0,0,0,0,0
367-jpg__jpg_jpg.rf.r83JQRiYW28dAxgBQU8H.jpg,0,0,1,0,0
367-jpg__jpg_jpg.rf.vPHjt7mu1PnBPWuRHdDm.jpg,0,0,1,0,0
367-jpg__jpg_jpg.rf.ys7jYOR82sHrgvYew66R.jpg,0,0,1,0,0
36_jpg.rf.Zar4x4XlI547jdnA6DPe.jpg,0,0,1,0,0
37_jpg.rf.0WJMq9N4j9LzHJHJDgNd.jpg,0,0,1,0,0
38_jpg.rf.8xnadD4mkHyYtEJeiqHS.jpg,0,0,1,0,0
39_jpg.rf.HL3GA7bMD3dpIxkAqMsb.jpg,0,0,1,0,0
3_jpg.rf.7nDzghmDSxU21Vr1X6P0.jpg,0,0,0,0,0
3_jpg.rf.YXTOSFl8b2dzOSWDFvCK.jpg,0,0,0,0,0
3_jpg.rf.nweCdgCg8XGx6MfYFx6H.jpg,0,0,0,0,0
3_jpg.rf.oFcho5PjQRqMuVXPVunu.jpg,0,0,1,0,0
3_jpg.rf.rXUP4pj84GxrhyCn3Ovs.jpg,0,0,0,0,0
3_jpg.rf.tNfVOExME9KLsPYqdrgU.jpg,1,1,1,0,0
3c54e8ee-9b94-43a6-b0e1-41edf5b9a3fd_jpg.rf.Fqrfu4jaDYAwMFToD0Ch.jpg,0,0,1,0,0
3e35764f0a9f01dde26efcd593a5b536_jpeg_jpg.rf.oJwB7TVpQLm5d2HOTLpv.jpg,1,1,1,0,0
406-jpg__jpg-jpganti-clockwise_jpg.rf.l43bTvG8CgEOVMV2B5Uy.jpg,0,0,1,0,0
406-jpg__jpg-jpganti-clockwise_jpg.rf.nxokjANLRxTezwPUuhJW.jpg,0,0,1,0,0
406-jpg__jpg-jpganti-clockwise_jpg.rf.zDmOT3pSMkNlIdxvHNrq.jpg,0,0,1,0,0
40_jpg.rf.IIMY3293otITSFGp9eaN.jpg,0,0,1,0,0
41-jpg__jpg_jpg.rf.KhuwKev10yTRIdKTSuNr.jpg,1,1,1,0,0
41-jpg__jpg_jpg.rf.P4Dgt6QrJrhGkKKCOZui.jpg,1,1,1,0,0
413-jpg__jpg_jpg.rf.mETHcuhWelEFqQ0bGzca.jpg,0,0,1,0,0
427-jpg__jpg-jpganti-clockwise_jpg.rf.NtHg4yuRLYueZDQ8s2P2.jpg,1,1,1,0,0
427-jpg__jpg-jpganti-clockwise_jpg.rf.hCClKFhto0QcRraz4sLH.jpg,1,1,1,0,0
427-jpg__jpg-jpganti-clockwise_jpg.rf.x9dp4aMKlljHV7yODGKF.jpg,1,1,1,0,0
42_jpg.rf.Q7RUHQPqpnNYN2tJw44G.jpg,0,0,1,0,0
43-jpg__jpg_jpg.rf.PDrktbBlnPMkiP83FqAL.jpg,0,0,1,0,0
43-jpg__jpg_jpg.rf.hxY3VgFGqzp9qPVnL4Xr.jpg,0,0,1,0,0
43-jpg__jpg_jpg.rf.lIWagaNrLFZ0C5LzrrLT.jpg,0,0,1,0,0
446-jpg__jpg-jpganti-clockwise_jpg.rf.9gRTzA958plQRP8Bisqt.jpg,0,0,1,0,0
446-jpg__jpg-jpganti-clockwise_jpg.rf.oBmEiMQdBHRBpccpBdSC.jpg,0,0,1,0,0
447-jpg__jpg_jpg.rf.LLc2cPs3lc3Fv6WmIgoB.jpg,1,1,1,0,0
45_jpg.rf.nAQozYWYM5WlIKjzN6Lq.jpg,0,0,1,0,0
461-jpg__jpg_jpg.rf.9YqFLLADtpGuMprxirc0.jpg,0,0,1,0,0
461-jpg__jpg_jpg.rf.hFiSYkevYAZUNo5VlXio.jpg,0,0,1,0,0
466-jpg__jpg-jpganti-clockwise_jpg.rf.8Cto8QFRBzySHavwL5eL.jpg,1,0,0,0,0
466-jpg__jpg-jpganti-clockwise_jpg.rf.bRGZm7FvBGV71I12foq6.jpg,1,0,0,0,0
46_jpg.rf.pNSMSBOZwniWpBH4CSEG.jpg,0,0,1,0,0
47_jpg.rf.VSg8f4TmjLyXDtIh8DnG.jpg,0,0,0,0,0
4908bfaf-9150-4030-926a-d7ff032154c4_jpg.rf.PqpRLndHCzZHtIOJwfrs.jpg,0,0,1,0,0
49_jpg.rf.KIcQ7bYNgoa4frmStpMM.jpg,0,1,0,0,0
4_jpg.rf.obBvi5DsQaFa4IicoDtE.jpg,1,1,0,0,0
4ad77222-e08c-4a34-b011-9e3168690469_jpg.rf.BNJ92nHA7euxi1dLhFV2.jpg,0,0,1,0,0
4ba332c10791a084e6ec8465f88e7fc5_jpg.rf.XVNxCv5Ikp7MAL0BLF7C.jpg,1,1,1,0,0
4ccd3ffc-bb57-4ffe-9668-3f91e3a7ac4b_jpg.rf.QSAXpYrCGjVTO6UpqvoX.jpg,0,0,1,0,0
4e7f204e79f7837b77ebd0f83c01938d_res_jpeg_jpg.rf.sOQ3rrAWswu84b0xyMDN.jpg,1,1,1,0,0
50_jpg.rf.wT1GTnriNHzYJO535far.jpg,0,1,1,0,0
51-webp__jpg-jpganti-clockwise_jpg.rf.5i4vNTD1osOEGJgBdebl.jpg,0,0,1,0,0
51-webp__jpg-jpganti-clockwise_jpg.rf.JiDn6GdegBLudOo2KPab.jpg,0,0,1,0,0
51-webp__jpg-jpganti-clockwise_jpg.rf.PIuN1yYzY2aO4jklBuF1.jpg,0,0,1,0,0
514-jpg__jpg_jpg.rf.JaGkKAJZdzzb762KYPRx.jpg,1,1,1,0,0
514-jpg__jpg_jpg.rf.RtdYhs2UaXOKtuF8alvb.jpg,1,1,1,0,0
